START DATE,START TIME,START TIME ET,SUBJECT,LOCATION,DESCRIPTION,END DATE,END DATE ET,END TIME,END TIME ET,REMINDER OFF,REMINDER ON,REMINDER DATE,REMINDER TIME,REMINDER TIME ET,SHOWTIMEAS FREE,SHOWTIMEAS BUSY
04/17/22,01:10 PM,03:10 PM,Cubs at Rockies,Coors Field - Denver,"",04/17/22,04/17/22,04:10 PM,06:10 PM,FALSE,TRUE,04/17/22,12:10 PM,02:10 PM,FREE,BUSY
04/18/22,06:40 PM,08:40 PM,Phillies at Rockies,Coors Field - Denver,"",04/18/22,04/18/22,09:40 PM,11:40 PM,FALSE,TRUE,04/18/22,05:40 PM,07:40 PM,FREE,BUSY
04/19/22,06:40 PM,08:40 PM,Phillies at Rockies,Coors Field - Denver,"",04/19/22,04/19/22,09:40 PM,11:40 PM,FALSE,TRUE,04/19/22,05:40 PM,07:40 PM,FREE,BUSY
04/20/22,01:10 PM,03:10 PM,Phillies at Rockies,Coors Field - Denver,"",04/20/22,04/20/22,04:10 PM,06:10 PM,FALSE,TRUE,04/20/22,12:10 PM,02:10 PM,FREE,BUSY
04/22/22,05:10 PM,07:10 PM,Rockies at Tigers,Comerica Park - Detroit,"",04/22/22,04/22/22,08:10 PM,10:10 PM,FALSE,TRUE,04/22/22,04:10 PM,06:10 PM,FREE,BUSY
04/23/22,11:10 AM,01:10 PM,Rockies at Tigers,Comerica Park - Detroit,"",04/23/22,04/23/22,02:10 PM,04:10 PM,FALSE,TRUE,04/23/22,10:10 AM,12:10 PM,FREE,BUSY
04/24/22,11:10 AM,01:10 PM,Rockies at Tigers,Comerica Park - Detroit,"",04/24/22,04/24/22,02:10 PM,04:10 PM,FALSE,TRUE,04/24/22,10:10 AM,12:10 PM,FREE,BUSY
04/25/22,04:45 PM,06:45 PM,Rockies at Phillies,Citizens Bank Park - Philadelphia,"",04/25/22,04/25/22,07:45 PM,09:45 PM,FALSE,TRUE,04/25/22,03:45 PM,05:45 PM,FREE,BUSY
04/26/22,04:45 PM,06:45 PM,Rockies at Phillies,Citizens Bank Park - Philadelphia,"",04/26/22,04/26/22,07:45 PM,09:45 PM,FALSE,TRUE,04/26/22,03:45 PM,05:45 PM,FREE,BUSY
04/27/22,04:45 PM,06:45 PM,Rockies at Phillies,Citizens Bank Park - Philadelphia,"",04/27/22,04/27/22,07:45 PM,09:45 PM,FALSE,TRUE,04/27/22,03:45 PM,05:45 PM,FREE,BUSY
04/28/22,11:05 AM,01:05 PM,Rockies at Phillies,Citizens Bank Park - Philadelphia,"",04/28/22,04/28/22,02:05 PM,04:05 PM,FALSE,TRUE,04/28/22,10:05 AM,12:05 PM,FREE,BUSY
04/29/22,06:40 PM,08:40 PM,Reds at Rockies,Coors Field - Denver,"",04/29/22,04/29/22,09:40 PM,11:40 PM,FALSE,TRUE,04/29/22,05:40 PM,07:40 PM,FREE,BUSY
04/30/22,06:10 PM,08:10 PM,Reds at Rockies,Coors Field - Denver,"",04/30/22,04/30/22,09:10 PM,11:10 PM,FALSE,TRUE,04/30/22,05:10 PM,07:10 PM,FREE,BUSY
05/01/22,01:10 PM,03:10 PM,Reds at Rockies,Coors Field - Denver,"",05/01/22,05/01/22,04:10 PM,06:10 PM,FALSE,TRUE,05/01/22,12:10 PM,02:10 PM,FREE,BUSY
05/03/22,06:40 PM,08:40 PM,Nationals at Rockies,Coors Field - Denver,"",05/03/22,05/03/22,09:40 PM,11:40 PM,FALSE,TRUE,05/03/22,05:40 PM,07:40 PM,FREE,BUSY
05/04/22,06:40 PM,08:40 PM,Nationals at Rockies,Coors Field - Denver,"",05/04/22,05/04/22,09:40 PM,11:40 PM,FALSE,TRUE,05/04/22,05:40 PM,07:40 PM,FREE,BUSY
05/05/22,01:10 PM,03:10 PM,Nationals at Rockies,Coors Field - Denver,"",05/05/22,05/05/22,04:10 PM,06:10 PM,FALSE,TRUE,05/05/22,12:10 PM,02:10 PM,FREE,BUSY
05/06/22,,,Rockies at D-backs - Time TBD,Chase Field - Phoenix,"",05/06/22,05/06/22,,,FALSE,TRUE,05/06/22,,,FREE,BUSY
05/07/22,,,Rockies at D-backs - Time TBD,Chase Field - Phoenix,"",05/07/22,05/07/22,,,FALSE,TRUE,05/07/22,,,FREE,BUSY
05/08/22,,,Rockies at D-backs - Time TBD,Chase Field - Phoenix,"",05/08/22,05/08/22,,,FALSE,TRUE,05/08/22,,,FREE,BUSY
05/09/22,07:45 PM,09:45 PM,Rockies at Giants,Oracle Park - San Francisco,"",05/09/22,05/10/22,10:45 PM,12:45 AM,FALSE,TRUE,05/09/22,06:45 PM,08:45 PM,FREE,BUSY
05/10/22,07:45 PM,09:45 PM,Rockies at Giants,Oracle Park - San Francisco,"",05/10/22,05/11/22,10:45 PM,12:45 AM,FALSE,TRUE,05/10/22,06:45 PM,08:45 PM,FREE,BUSY
05/11/22,01:45 PM,03:45 PM,Rockies at Giants,Oracle Park - San Francisco,"",05/11/22,05/11/22,04:45 PM,06:45 PM,FALSE,TRUE,05/11/22,12:45 PM,02:45 PM,FREE,BUSY
05/13/22,06:40 PM,08:40 PM,Royals at Rockies,Coors Field - Denver,"",05/13/22,05/13/22,09:40 PM,11:40 PM,FALSE,TRUE,05/13/22,05:40 PM,07:40 PM,FREE,BUSY
05/14/22,06:10 PM,08:10 PM,Royals at Rockies,Coors Field - Denver,"",05/14/22,05/14/22,09:10 PM,11:10 PM,FALSE,TRUE,05/14/22,05:10 PM,07:10 PM,FREE,BUSY
05/15/22,01:10 PM,03:10 PM,Royals at Rockies,Coors Field - Denver,"",05/15/22,05/15/22,04:10 PM,06:10 PM,FALSE,TRUE,05/15/22,12:10 PM,02:10 PM,FREE,BUSY
05/16/22,06:40 PM,08:40 PM,Giants at Rockies,Coors Field - Denver,"",05/16/22,05/16/22,09:40 PM,11:40 PM,FALSE,TRUE,05/16/22,05:40 PM,07:40 PM,FREE,BUSY
05/17/22,06:40 PM,08:40 PM,Giants at Rockies,Coors Field - Denver,"",05/17/22,05/17/22,09:40 PM,11:40 PM,FALSE,TRUE,05/17/22,05:40 PM,07:40 PM,FREE,BUSY
05/18/22,01:10 PM,03:10 PM,Giants at Rockies,Coors Field - Denver,"",05/18/22,05/18/22,04:10 PM,06:10 PM,FALSE,TRUE,05/18/22,12:10 PM,02:10 PM,FREE,BUSY
05/20/22,06:40 PM,08:40 PM,Mets at Rockies,Coors Field - Denver,"",05/20/22,05/20/22,09:40 PM,11:40 PM,FALSE,TRUE,05/20/22,05:40 PM,07:40 PM,FREE,BUSY
05/21/22,06:10 PM,08:10 PM,Mets at Rockies,Coors Field - Denver,"",05/21/22,05/21/22,09:10 PM,11:10 PM,FALSE,TRUE,05/21/22,05:10 PM,07:10 PM,FREE,BUSY
05/22/22,01:10 PM,03:10 PM,Mets at Rockies,Coors Field - Denver,"",05/22/22,05/22/22,04:10 PM,06:10 PM,FALSE,TRUE,05/22/22,12:10 PM,02:10 PM,FREE,BUSY
05/23/22,04:35 PM,06:35 PM,Rockies at Pirates,PNC Park - Pittsburgh,"",05/23/22,05/23/22,07:35 PM,09:35 PM,FALSE,TRUE,05/23/22,03:35 PM,05:35 PM,FREE,BUSY
05/24/22,04:35 PM,06:35 PM,Rockies at Pirates,PNC Park - Pittsburgh,"",05/24/22,05/24/22,07:35 PM,09:35 PM,FALSE,TRUE,05/24/22,03:35 PM,05:35 PM,FREE,BUSY
05/25/22,10:35 AM,12:35 PM,Rockies at Pirates,PNC Park - Pittsburgh,"",05/25/22,05/25/22,01:35 PM,03:35 PM,FALSE,TRUE,05/25/22,09:35 AM,11:35 AM,FREE,BUSY
05/26/22,,,Rockies at Nationals - Time TBD,Nationals Park - Washington,"",05/26/22,05/26/22,,,FALSE,TRUE,05/26/22,,,FREE,BUSY
05/27/22,,,Rockies at Nationals - Time TBD,Nationals Park - Washington,"",05/27/22,05/27/22,,,FALSE,TRUE,05/27/22,,,FREE,BUSY
05/28/22,,,Rockies at Nationals - Time TBD,Nationals Park - Washington,"",05/28/22,05/28/22,,,FALSE,TRUE,05/28/22,,,FREE,BUSY
05/29/22,,,Rockies at Nationals - Time TBD,Nationals Park - Washington,"",05/29/22,05/29/22,,,FALSE,TRUE,05/29/22,,,FREE,BUSY
05/30/22,02:10 PM,04:10 PM,Marlins at Rockies,Coors Field - Denver,"",05/30/22,05/30/22,05:10 PM,07:10 PM,FALSE,TRUE,05/30/22,01:10 PM,03:10 PM,FREE,BUSY
05/31/22,06:40 PM,08:40 PM,Marlins at Rockies,Coors Field - Denver,"",05/31/22,05/31/22,09:40 PM,11:40 PM,FALSE,TRUE,05/31/22,05:40 PM,07:40 PM,FREE,BUSY
06/01/22,01:10 PM,03:10 PM,Marlins at Rockies,Coors Field - Denver,"",06/01/22,06/01/22,04:10 PM,06:10 PM,FALSE,TRUE,06/01/22,12:10 PM,02:10 PM,FREE,BUSY
06/02/22,06:40 PM,08:40 PM,Braves at Rockies,Coors Field - Denver,"",06/02/22,06/02/22,09:40 PM,11:40 PM,FALSE,TRUE,06/02/22,05:40 PM,07:40 PM,FREE,BUSY
06/03/22,06:40 PM,08:40 PM,Braves at Rockies,Coors Field - Denver,"",06/03/22,06/03/22,09:40 PM,11:40 PM,FALSE,TRUE,06/03/22,05:40 PM,07:40 PM,FREE,BUSY
06/04/22,07:10 PM,09:10 PM,Braves at Rockies,Coors Field - Denver,"",06/04/22,06/05/22,10:10 PM,12:10 AM,FALSE,TRUE,06/04/22,06:10 PM,08:10 PM,FREE,BUSY
06/05/22,01:10 PM,03:10 PM,Braves at Rockies,Coors Field - Denver,"",06/05/22,06/05/22,04:10 PM,06:10 PM,FALSE,TRUE,06/05/22,12:10 PM,02:10 PM,FREE,BUSY
06/07/22,07:45 PM,09:45 PM,Rockies at Giants,Oracle Park - San Francisco,"",06/07/22,06/08/22,10:45 PM,12:45 AM,FALSE,TRUE,06/07/22,06:45 PM,08:45 PM,FREE,BUSY
06/08/22,07:45 PM,09:45 PM,Rockies at Giants,Oracle Park - San Francisco,"",06/08/22,06/09/22,10:45 PM,12:45 AM,FALSE,TRUE,06/08/22,06:45 PM,08:45 PM,FREE,BUSY
06/09/22,01:45 PM,03:45 PM,Rockies at Giants,Oracle Park - San Francisco,"",06/09/22,06/09/22,04:45 PM,06:45 PM,FALSE,TRUE,06/09/22,12:45 PM,02:45 PM,FREE,BUSY
06/10/22,07:40 PM,09:40 PM,Rockies at Padres,Petco Park - San Diego,"",06/10/22,06/11/22,10:40 PM,12:40 AM,FALSE,TRUE,06/10/22,06:40 PM,08:40 PM,FREE,BUSY
06/11/22,08:10 PM,10:10 PM,Rockies at Padres,Petco Park - San Diego,"",06/11/22,06/12/22,11:10 PM,01:10 AM,FALSE,TRUE,06/11/22,07:10 PM,09:10 PM,FREE,BUSY
06/12/22,02:10 PM,04:10 PM,Rockies at Padres,Petco Park - San Diego,"",06/12/22,06/12/22,05:10 PM,07:10 PM,FALSE,TRUE,06/12/22,01:10 PM,03:10 PM,FREE,BUSY
06/14/22,06:40 PM,08:40 PM,Guardians at Rockies,Coors Field - Denver,"",06/14/22,06/14/22,09:40 PM,11:40 PM,FALSE,TRUE,06/14/22,05:40 PM,07:40 PM,FREE,BUSY
06/15/22,06:40 PM,08:40 PM,Guardians at Rockies,Coors Field - Denver,"",06/15/22,06/15/22,09:40 PM,11:40 PM,FALSE,TRUE,06/15/22,05:40 PM,07:40 PM,FREE,BUSY
06/16/22,01:10 PM,03:10 PM,Guardians at Rockies,Coors Field - Denver,"",06/16/22,06/16/22,04:10 PM,06:10 PM,FALSE,TRUE,06/16/22,12:10 PM,02:10 PM,FREE,BUSY
06/17/22,06:40 PM,08:40 PM,Padres at Rockies,Coors Field - Denver,"",06/17/22,06/17/22,09:40 PM,11:40 PM,FALSE,TRUE,06/17/22,05:40 PM,07:40 PM,FREE,BUSY
06/18/22,07:10 PM,09:10 PM,Padres at Rockies,Coors Field - Denver,"",06/18/22,06/19/22,10:10 PM,12:10 AM,FALSE,TRUE,06/18/22,06:10 PM,08:10 PM,FREE,BUSY
06/19/22,01:10 PM,03:10 PM,Padres at Rockies,Coors Field - Denver,"",06/19/22,06/19/22,04:10 PM,06:10 PM,FALSE,TRUE,06/19/22,12:10 PM,02:10 PM,FREE,BUSY
06/21/22,04:40 PM,06:40 PM,Rockies at Marlins,loanDepot park - Miami,"",06/21/22,06/21/22,07:40 PM,09:40 PM,FALSE,TRUE,06/21/22,03:40 PM,05:40 PM,FREE,BUSY
06/22/22,04:40 PM,06:40 PM,Rockies at Marlins,loanDepot park - Miami,"",06/22/22,06/22/22,07:40 PM,09:40 PM,FALSE,TRUE,06/22/22,03:40 PM,05:40 PM,FREE,BUSY
06/23/22,10:10 AM,12:10 PM,Rockies at Marlins,loanDepot park - Miami,"",06/23/22,06/23/22,01:10 PM,03:10 PM,FALSE,TRUE,06/23/22,09:10 AM,11:10 AM,FREE,BUSY
06/24/22,06:10 PM,08:10 PM,Rockies at Twins,Target Field - Minneapolis,"",06/24/22,06/24/22,09:10 PM,11:10 PM,FALSE,TRUE,06/24/22,05:10 PM,07:10 PM,FREE,BUSY
06/25/22,12:10 PM,02:10 PM,Rockies at Twins,Target Field - Minneapolis,"",06/25/22,06/25/22,03:10 PM,05:10 PM,FALSE,TRUE,06/25/22,11:10 AM,01:10 PM,FREE,BUSY
06/26/22,12:10 PM,02:10 PM,Rockies at Twins,Target Field - Minneapolis,"",06/26/22,06/26/22,03:10 PM,05:10 PM,FALSE,TRUE,06/26/22,11:10 AM,01:10 PM,FREE,BUSY
06/27/22,06:40 PM,08:40 PM,Dodgers at Rockies,Coors Field - Denver,"",06/27/22,06/27/22,09:40 PM,11:40 PM,FALSE,TRUE,06/27/22,05:40 PM,07:40 PM,FREE,BUSY
06/28/22,06:40 PM,08:40 PM,Dodgers at Rockies,Coors Field - Denver,"",06/28/22,06/28/22,09:40 PM,11:40 PM,FALSE,TRUE,06/28/22,05:40 PM,07:40 PM,FREE,BUSY
06/29/22,06:40 PM,08:40 PM,Dodgers at Rockies,Coors Field - Denver,"",06/29/22,06/29/22,09:40 PM,11:40 PM,FALSE,TRUE,06/29/22,05:40 PM,07:40 PM,FREE,BUSY
07/01/22,06:10 PM,08:10 PM,D-backs at Rockies,Coors Field - Denver,"",07/01/22,07/01/22,09:10 PM,11:10 PM,FALSE,TRUE,07/01/22,05:10 PM,07:10 PM,FREE,BUSY
07/02/22,07:10 PM,09:10 PM,D-backs at Rockies,Coors Field - Denver,"",07/02/22,07/03/22,10:10 PM,12:10 AM,FALSE,TRUE,07/02/22,06:10 PM,08:10 PM,FREE,BUSY
07/03/22,01:10 PM,03:10 PM,D-backs at Rockies,Coors Field - Denver,"",07/03/22,07/03/22,04:10 PM,06:10 PM,FALSE,TRUE,07/03/22,12:10 PM,02:10 PM,FREE,BUSY
07/04/22,,,Rockies at Dodgers - Time TBD,Dodger Stadium - Los Angeles,"",07/04/22,07/04/22,,,FALSE,TRUE,07/04/22,,,FREE,BUSY
07/05/22,,,Rockies at Dodgers - Time TBD,Dodger Stadium - Los Angeles,"",07/05/22,07/05/22,,,FALSE,TRUE,07/05/22,,,FREE,BUSY
07/07/22,,,Rockies at D-backs - Time TBD,Chase Field - Phoenix,"",07/07/22,07/07/22,,,FALSE,TRUE,07/07/22,,,FREE,BUSY
07/08/22,,,Rockies at D-backs - Time TBD,Chase Field - Phoenix,"",07/08/22,07/08/22,,,FALSE,TRUE,07/08/22,,,FREE,BUSY
07/09/22,,,Rockies at D-backs - Time TBD,Chase Field - Phoenix,"",07/09/22,07/09/22,,,FALSE,TRUE,07/09/22,,,FREE,BUSY
07/10/22,,,Rockies at D-backs - Time TBD,Chase Field - Phoenix,"",07/10/22,07/10/22,,,FALSE,TRUE,07/10/22,,,FREE,BUSY
07/11/22,06:40 PM,08:40 PM,Padres at Rockies,Coors Field - Denver,"",07/11/22,07/11/22,09:40 PM,11:40 PM,FALSE,TRUE,07/11/22,05:40 PM,07:40 PM,FREE,BUSY
07/12/22,06:40 PM,08:40 PM,Padres at Rockies,Coors Field - Denver,"",07/12/22,07/12/22,09:40 PM,11:40 PM,FALSE,TRUE,07/12/22,05:40 PM,07:40 PM,FREE,BUSY
07/13/22,06:40 PM,08:40 PM,Padres at Rockies,Coors Field - Denver,"",07/13/22,07/13/22,09:40 PM,11:40 PM,FALSE,TRUE,07/13/22,05:40 PM,07:40 PM,FREE,BUSY
07/14/22,01:10 PM,03:10 PM,Padres at Rockies,Coors Field - Denver,"",07/14/22,07/14/22,04:10 PM,06:10 PM,FALSE,TRUE,07/14/22,12:10 PM,02:10 PM,FREE,BUSY
07/15/22,06:40 PM,08:40 PM,Pirates at Rockies,Coors Field - Denver,"",07/15/22,07/15/22,09:40 PM,11:40 PM,FALSE,TRUE,07/15/22,05:40 PM,07:40 PM,FREE,BUSY
07/16/22,01:10 PM,03:10 PM,Pirates at Rockies,Coors Field - Denver,"",07/16/22,07/16/22,04:10 PM,06:10 PM,FALSE,TRUE,07/16/22,12:10 PM,02:10 PM,FREE,BUSY
07/17/22,01:10 PM,03:10 PM,Pirates at Rockies,Coors Field - Denver,"",07/17/22,07/17/22,04:10 PM,06:10 PM,FALSE,TRUE,07/17/22,12:10 PM,02:10 PM,FREE,BUSY
07/22/22,06:10 PM,08:10 PM,Rockies at Brewers,American Family Field - Milwaukee,"",07/22/22,07/22/22,09:10 PM,11:10 PM,FALSE,TRUE,07/22/22,05:10 PM,07:10 PM,FREE,BUSY
